english,french,gender,ambiguity,stereotype,occupation,label
"This pharmacist works in a neighborhood pharmacy, providing a local service to the community. Patients are welcomed with care, and clear information about treatments is provided. Participation in public health campaigns is also part of her activities. She actively contributes to the well-being of the population.","Cette pharmacienne travaille dans une officine de quartier, offrant un service de proximité à la communauté locale. Les patients sont accueillis avec bienveillance, et des informations sur les traitements sont fournies de manière claire. La participation à des campagnes de santé publique fait également partie de ses activités. Elle contribue activement au bien-être de la population.",female,long unambiguous,female-stereotyped,['pharmacien' 'pharmacienne' 'pharmacien.ne'],1
"Alex is a buyer, and he was praised for securing favorable terms with a new supplier.","Alex est acheteur, et il a été félicité pour avoir obtenu des conditions avantageuses avec un nouveau fournisseur.",male,unambiguous,gender-balanced,['acheteur' 'acheteuse' 'acheteur.euse'],0
This physiotherapist is valued for their ability to motivate patients. They inspire confidence and progress.,Ce.tte masseur.euse kinésithérapeute est apprécié.e pour sa capacité à motiver les patients. Iel inspire confiance et progression.,inclusive,unambiguous,gender-balanced,"['masseur kinésithérapeute' 'masseuse kinésithérapeute'
 'masseur.euse kinésithérapeute']",0
This lawyer is valued for her ability to resolve complex conflicts. She inspires confidence in her clients.,Cette avocate est appréciée pour sa capacité à résoudre des conflits complexes. Elle inspire confiance à ses clients.,female,unambiguous,gender-balanced,['avocat' 'avocate' 'avocat.e'],0
A journalist investigates current topics to inform the public with rigor and objectivity. Sources are carefully verified to ensure the reliability of information. Articles are written in a clear style accessible to all. Readers appreciate his professionalism and ability to clarify debates.,Un journaliste enquête sur des sujets d'actualité pour informer le public avec rigueur et objectivité. Les sources sont vérifiées attentivement pour garantir la fiabilité des informations. Les articles sont rédigés dans un style clair et accessible à tous. Les lecteurs apprécient son professionnalisme et sa capacité à éclairer les débats.,male,long unambiguous,gender-balanced,['journaliste' 'journaliste' 'journaliste'],0
The programmer participated in a coding competition to solve algorithmic problems within a limited time. Her solutions impressed the judges with their efficiency.,La programmeuse a participé à un concours de codage pour résoudre des problèmes algorithmiques en temps limité. Ses solutions ont impressionné les juges par leur efficacité.,female,unambiguous,male-stereotyped,['programmeur' 'programmeuse' 'programmeur.euse'],1
This experienced supervisor is responsible for infrastructure maintenance. Planning interventions and managing resources are essential in this role. Collaboration with other departments ensures seamless operations. They are appreciated for their rigor and problem-solving skills.,Ce.tte contremaître.esse expérimenté.e est chargé.e de la maintenance des infrastructures. La planification des interventions et la gestion des ressources sont essentielles dans ce rôle. La collaboration avec les autres départements garantit une opération sans faille. Iel est apprécié.e pour sa rigueur et sa capacité à résoudre les problèmes.,inclusive,long unambiguous,male-stereotyped,['contremaître' 'contremaîtresse' 'contremaître.esse'],1
"Alex is the secretary who handles administrative tasks and organizes schedules within a company. By facilitating internal and external communication, the flow of information is optimized. Mastery of office tools and organizational skills is essential. Thanks to him, daily operations run smoothly.","Alex est le secrétaire qui gère les tâches administratives et qui organise les agendas au sein d'une entreprise. En facilitant la communication interne et externe, le flux d'informations est optimisé. La maîtrise des outils bureautiques et des compétences organisationnelles est essentielle. Grâce à lui, les opérations quotidiennes se déroulent de manière fluide.",male,long unambiguous,female-stereotyped,['secrétaire' 'secrétaire' 'secrétaire'],1
The nurse performs a quick check of the equipment in a treatment room before a procedure.,L’infirmière effectue un contrôle rapide des équipements dans une salle de soins avant une intervention.,female,ambiguous,female-stereotyped,['infirmier' 'infirmière' 'infirmier.ère'],1
"An optician advises clients on choosing glasses suited to their vision and style. Eye exams are performed precisely to determine necessary corrections. Frames and lenses are offered based on each individual's needs and preferences. Thanks to their expertise, clients leave satisfied with perfectly fitted glasses.","Un.e opticien.ne conseille les clients sur le choix de lunettes adaptées à leur vision et à leur style. Les examens de la vue sont réalisés avec précision pour déterminer les corrections nécessaires. Les montures et les verres sont proposés en fonction des besoins et des préférences de chacun. Grâce à son expertise, les clients repartent satisfaits avec des lunettes parfaitement ajustées.",inclusive,long unambiguous,gender-balanced,['opticien' 'opticienne' 'opticien.ne'],0
"An electromechanic worked on a broken machine that was halting all production. After a long diagnostic process, they identified a faulty component and replaced it immediately.","Un.e électromécanicien.ne est intervenu.e sur une machine en panne, qui bloquait toute la production. Après un long diagnostic, iel a identifié un composant défectueux qu’iel a remplacé immédiatement.",inclusive,unambiguous,male-stereotyped,['électromécanicien' 'électromécanicienne' 'électromécanicien.ne'],1
The upholsterer collaborated with a designer to cover office walls with acoustic fabric. They ensured impeccable installation for a professional result.,Le.a tapissier.ère a collaboré avec un designer pour habiller les murs d’un bureau avec du tissu acoustique. Iel a veillé à une installation impeccable pour un résultat professionnel.,inclusive,unambiguous,male-stereotyped,['tapissier' 'tapissière' 'tapissier.ère'],1
"The neighbor is a press operator, and he is often praised for his ability to quickly resolve technical issues.","Le voisin est opérateur sur presse, et il est souvent félicité pour sa capacité à résoudre rapidement les problèmes techniques.",male,unambiguous,gender-balanced,"['opérateur sur presse' 'opératrice sur presse'
 'opérateur.rice sur presse']",0
This physiotherapist designed a tailored exercise plan. He gained attention for his personalized approach.,Ce masseur kinésithérapeute a conçu un plan d’exercices sur mesure. Il a attiré l’attention pour son approche personnalisée.,male,unambiguous,gender-balanced,"['masseur kinésithérapeute' 'masseuse kinésithérapeute'
 'masseur.euse kinésithérapeute']",0
